zpid , street , zipcode , city , state , latitude , longitude , price , bedrooms , bathrooms , finishedSqFt , lotSizeSqFt , yearBuilt , yearUpdated , numFloors , view , parkingType , heatingSources , heatingSystem , rooms , neighborhood , schoolDistrict , homeDescription 
40000157,15 Stewart Pl,7023,FANWOOD,NJ,40.638164,-74.396668,NA,3,1.5,1246,6098,1906,NA,NA,NA,NA,Electric,Baseboard,NA,NA,NA,"THE AMERICAN DREAM ABSOLUTE ""MUST SEE"" COLONIAL STYLE HOME IN FANWOOD IN A FANTASTIC LOCATION  Unpack your bags and move right into this picture perfect home that is convenient to everything; town, top rated schools, parks, shopping and NYC trans. The floor plan is a perfect layout for comfortable living. This special home features: living room, dining room, den office, eat in kitchen w slider to deck and the oversized backyard, powder room, three bedrooms, large full bath, basement w utility, laundry and plenty of room for storage and a walk up attic. The fenced in backyard with deck is perfect for outdoor entertaining and relaxing.This wonderful home would be the perfect place to call home, make it your new home today! Seller is including 1 year home warranty at no cost to buyer Click Tour and Floor Plan Link."
40000158,11 Stewart Pl,7023,FANWOOD,NJ,40.638074,-74.396752,NA,2,2,1095,6098,1906,2017,2,NA,Garage - Detached,NA,NA,NA,NA,NA,NA
40000159,9 Stewart Pl,7023,FANWOOD,NJ,40.637817,-74.396793,NA,4,3,2232,7405,2011,2011,2,NA,"Garage - Attached, Off-street, On-street",Gas,Forced air,"Breakfast nook, Dining room, Family room, Laundry room, Master bath, Office, Pantry, Walk-in closet",NA,NA,"You'll find amazing value in this lovely 4 bedroom 2 1/2 bath colonial.The inviting open floor plan boasts gleaming hardwood floors, living room with gas fireplace,spacious kitchen with breakfast bar, stainless steel appliances, and granite countertops. A delightful deck can be accessed from the dining room and overlooks the spacious fenced in side yard. Master bedroom is complete with walk in closet and master bath with jacuzzi style tub and stall shower. You'll enjoy the convenience of the  2nd floor laundry. The partially finished basement ,2 car garage, and energy and cost saving solar panels  are just some of the many amenities of this lovely home."
40000162,253 Terrill Rd,7023,FANWOOD,NJ,40.638642,-74.398248,NA,4,2,1275,6969,1950,NA,2,NA,NA,Gas,Forced air,Dining room,NA,NA,Exclusively listed by Michelle Pais - Signature Realty NJ. Please call 908-868-6581 for showing instructions.
40000166,10 Mary Ln,7023,FANWOOD,NJ,40.639248,-74.397793,NA,3,2,1800,18051,1950,NA,2,NA,Garage - Detached,NA,NA,"Family room, Master bath, Office",NA,NA,"Neat, clean and well cared for home. Move right in... Updates include kitchen, windows (2012), roof (2015), furnace and cac (2017), hardwood floors. Recent 20x20 addition (living room), open concept first floor, Large deep yard, 2 car garage. Must see."
40000169,16 Mary Ln,7023,FANWOOD,NJ,40.639665,-74.398415,NA,4,1,1037,6534,1958,NA,NA,NA,NA,NA,NA,"Workshop, Family room, Laundry room",NA,NA,"Beautiful well kept home on quiet street. New items: thermo windows 7 pergo floors 2010; furnace 2013; hot water heater 2012; front 7 side porches 2008; pool liner 2008. Included are the gazebo; the grill gazebo, blinds and 2 sheds. Walk to NYC bus. NYC train minutes away."
40000170,18 Mary Ln,7023,FANWOOD,NJ,40.639759,-74.398591,NA,3,2,744,6299,1954,NA,1,NA,Off-street,Gas,Forced air,NA,NA,NA,NA
40000171,20 Mary Ln,7023,FANWOOD,NJ,40.639865,-74.398779,NA,3,3,1080,6969,1954,NA,1,NA,Garage - Detached,None,"Forced air, Other","Laundry room, Master bath, Office, Walk-in closet",NA,NA,"This fabulous home has been completely renovated from top to bottom! Gorgeous kitchen,  2 1/2 baths, and  finished basement are just some of the highlights! Also features a first floor master suite with bath and walk-in closet. Newly landscaped and ready to move right in! This home is a true cream puff!"
40000176,209 Terrill Rd,7023,FANWOOD,NJ,40.639522,-74.399763,NA,4,3,NA,6969,1955,NA,2,NA,"Garage - Detached, Off-street, On-street",Gas,Baseboard,"Breakfast nook, Dining room, Family room, Laundry room, Master bath, Office, Pantry",NA,NA,"WELCOME to this updated and well maintained 4 Bedroom 3 full bath Colonial! Good size living room with hardwood floors. Crown molding throughout the whole house, including the bedrooms. Cherry wood cabinets, granite countertops and stainless steel appliances in the updated kitchen that's connected to the backyard patio. Also located on the 1st floor is a full bath and a bedroom. Upstairs, you'll find 3 bedrooms including the master bedroom with a full bath. The 2nd bath upstairs is also updated with stand-up shower that could be used as a Sauna and a steam room. Both bathroom has granite countertops. Finished basement with 2 BONUS rooms! Too many other updates to mention. Don't miss out!"
40000178,214 Terrill Rd,7023,FANWOOD,NJ,40.639777,-74.400088,NA,4,3,2660,10799,1930,NA,1,NA,NA,NA,NA,NA,NA,NA,NA
40000180,208 Terrill Rd,7023,FANWOOD,NJ,40.691656,-74.322149,NA,NA,NA,1749,7802,1929,2010,2,NA,Off-street,Oil,Other,"Dining room, Library",NA,NA,"Newly renovated Colonial has lots of room, style and character. Open floor plan with large rooms. Remodeled eat-in-kitchen. 2 Bathrooms remodeled, full bath on first and second floors. Refinished wood floors, new furnace January 2013. Wood burning fireplace in living room. large walk up attic and lots of closet space!Newly paved driveway which leads to large yard and parking for mutilple cars. This home is one you must see! Home comes with a 1 year Home Protection Plan!!!"
40000181,8 Tower Pl,7023,FANWOOD,NJ,40.640921,-74.398994,NA,2,1,912,14880,1957,NA,1,NA,"Garage - Attached, Garage - Detached",Gas,Forced air,Dining room,NA,NA,"This charming 2 bed 1 bath ranch is a great starter home. This house features a large living room with recessed lighting, an eye catching accent wall, & a large window allowing lots of natural lighting into the room. Cozy eat in kitchen with hardwood cabinets & beautiful back splash. 2 sizable bedrooms. The hardwood floors throughout shine and pair lovely with the light fixtures featured in the home. 1 attached garage & 1 heated detached garage. Brand new 1 to 1.5 year old heater, A/C, and water heater. If you like spending time outdoors, you will enjoy the oversized yard this home offer. Don't miss the chance to make this house your new home."
40000183,12 Tower Pl,7023,FANWOOD,NJ,40.640675,-74.398528,NA,3,1,NA,13473,NA,NA,1,None,Garage - Attached,NA,NA,NA,NA,NA,NA
40000184,14 Tower Pl,7023,FANWOOD,NJ,40.64054,-74.398272,NA,3,1.5,694,12602,1957,NA,NA,NA,Garage - Attached,Gas,NA,NA,NA,NA,"Fixer Upper, needs TLC"
40000186,18 Tower Pl,7023,FANWOOD,NJ,40.640306,-74.397829,NA,3,2,1404,11761,1957,NA,2,NA,Garage - Attached,NA,NA,"Dining room, Family room, Laundry room, Master bath, Office",NA,NA,"Well maintained split level home, situated on  a  lovely  75 x157 lot and located on a cul de sac street. This 3 bedroom home features inviting living room, formal dining room, eat in kitchen, and family room. Some of the many features you'll discover include: hardwood floors, central air, newer windows, laundry room,unfinished  basement for storage or other possibilities, great attic storage, and  1 car garage. 2nd refrigerator is included in sale."
40000192,86 Midway Ave,7023,FANWOOD,NJ,40.641905,-74.397811,NA,3,2,1670,9583,1950,NA,NA,NA,NA,Gas,Baseboard,NA,NA,NA,NA
40000195,108 Midway Ave,7023,FANWOOD,NJ,40.642236,-74.396895,NA,4,2,1904,13068,1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Expanded And Updated 4 Br Cape W Large First Floor Master Bedroom. Fr Addition, Sliders To Large Deck Overlooking Large Private Yard."
40000196,114 Midway Ave,7023,FANWOOD,NJ,40.642426,-74.396706,NA,NA,NA,NA,19798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MEAGA -FAST MOVE IN! airy two bedroom home in town this home features living room,eat-in kitchen,two bedrooms and bath. first foor unit is freshly painted off street parking,new windows,electric baseboard heat<hardwood floors.walk to train station.unit is vacant ready for new tenant"
40000199,122 Midway Ave,7023,FANWOOD,NJ,40.642579,-74.396385,NA,3,1,2088,11408,1920,NA,NA,NA,Garage - Detached,Gas,Baseboard,Walk-in closet,NA,NA,"Truly spacious 1st floor, large rooms, natural wood molding, updated kitchen, finished basement, fenced backyard with deck and two car garage, freshly painted, master with walk-in closet and office, two more sun lit bedrooms, great closet space, appliances include: gas range, dishwasher and refrigerator, basement almost doubles your living space and has access to the washer and dryer. Very convenient location."
40000204,153 Hunter Ave,7023,FANWOOD,NJ,40.642311,-74.395248,NA,3,2.5,2500,30099,1929,NA,2,NA,NA,Gas,Baseboard,"Dining room, Family room, Master bath, Sun room, Walk-in closet",NA,Scotch Plains Fanwood,NA
40000205,143 Hunter Ave,7023,FANWOOD,NJ,40.642194,-74.395026,NA,3,2,2000,15246,1931,NA,2,NA,"Garage - Detached, Off-street",Gas,NA,NA,NA,NA,"MOVE RIGHT INTO THIS ENCHANTING and UPDATED COLONIAL SET ON FABULOUS DEEP PARK LIKE PROPERTY. Renovations and updates include new kitchen addition 2008 with granite, stainless steel appliances, large center island, vaulted ceiling, and french doors over looking deep property. Other updates include new windows and french doors in kitchen, deck, powder room and dining room, replacement windows in 3 season porch, 1st floor and front rooms on 2nd floor, new vinyl siding, 200 amp service, upgraded gas fireplace with mantle, stone and built ins. Insulated attic. 2015 & 2016 upgrades include  blue-stone walkway and stairs, refinished hardwood floors, and new porcelain floor tile in kitchen. Wonderful home for entertaining with gourmet kitchen, deck and expansive yard. Close to NYC transportation and town. "
40000207,131 Hunter Ave,7023,FANWOOD,NJ,40.641992,-74.394665,NA,4,2,2058,23086,1955,NA,NA,NA,Garage - Attached,Gas,Forced air,Dining room,NA,NA,NA
40000209,125 Hunter Ave,7023,FANWOOD,NJ,40.641801,-74.394244,NA,3,2,1451,20908,1900,2005,3,NA,Garage - Detached,NA,NA,"Dining room, Laundry room, Sun room",NA,NA,NA
40000213,95 Hunter Ave,7023,FANWOOD,NJ,40.641225,-74.393184,NA,6,5.5,1390,26571,2018,NA,NA,NA,Garage - Attached,NA,Forced air,NA,NA,NA,Custom 6 BDRM 5 full 1 half bath with in-law suite plus 1st floor office. Finished 9 ft ceiling basement with all bells & whistles. Buy now and have choices of colors/cabinets/tile/paint and siding.. Builder to provide 10 year home warranty.
40000219,121 Paterson Rd,7023,FANWOOD,NJ,40.640691,-74.392978,NA,3,3,1650,11325,1920,2006,2,Park,"Garage - Detached, Off-street",NA,NA,"Dining room, Family room, Laundry room, Library, Master bath, Mud room, Sun room, Walk-in closet",NA,NA,"Totally refinished arts and craft  home. Three new bathrooms, new kitchen new basement new in ground generator new wood floors on third floor. Out door hot tub, three tier 850 square foot deck."
40000221,111 Paterson Rd,7023,FANWOOD,NJ,40.640557,-74.393403,NA,3,2,NA,31363,1917,NA,NA,NA,NA,NA,NA,NA,NA,NA,EXQUISITE HOME! Enter through an ENCHANTING enclosed FRONT PORCH into a beautiful LIVING ROOM with BEAMED CEILINGS- HARDWOOD FLOORS and CHESTNUT TRIM-
40000222,101 Paterson Rd,7023,FANWOOD,NJ,40.640318,-74.393584,NA,5,3,3500,16426,1926,1999,2,NA,Garage - Detached,NA,NA,"Dining room, Family room, Laundry room, Library, Master bath, Office, Recreation room, Workshop, Walk-in closet",NA,NA,NA
40000226,83 Paterson Rd,7023,FANWOOD,NJ,40.639659,-74.394263,NA,4,2,2350,9052,1925,1986,3,None,Garage - Detached,Gas,Other,"Breakfast nook, Dining room, Family room, Library, Solarium / Atrium",Historic,Scotch Plains Fanwood,NA
40000228,106 Farley Ave,7023,FANWOOD,NJ,40.639724,-74.39462,NA,4,2.5,2046,10018,1950,2005,2,NA,Garage - Detached,Gas,Forced air,NA,NA,NA,NA
40000232,116 Farley Ave,7023,FANWOOD,NJ,40.63998,-74.39495,NA,4,2.5,630,12789,2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40000233,122 Farley Ave,7023,FANWOOD,NJ,40.640151,-74.395073,NA,4,4,3600,16988,2007,NA,3,NA,Garage - Attached,Gas,Forced air,"Dining room, Walk-in closet",NA,NA,NA
40000234,126 Farley Ave,7023,FANWOOD,NJ,40.640145,-74.395382,NA,4,3,4750,10799,2008,NA,2,NA,Garage - Attached,NA,NA,NA,NA,NA,NA
40000235,130 Farley Ave,7023,FANWOOD,NJ,40.640354,-74.395471,NA,2,1.5,NA,25722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This is one not to miss.  Pottery Barn Carriage House within blocks to NYC rail commute and 1 block to NYC bus.Completely renovated, new carpet, neutral paint, central air, Living room has sliders to paver patio with privacy fence and landlord has supplied a new grill.  Plenty of storage. Laundry on second floor.  Sitting area on second floor."
40000237,140 Farley Ave,7023,FANWOOD,NJ,40.640498,-74.395814,NA,4,3,3422,12196,2012,NA,2,NA,Garage - Attached,Gas,Forced air,"Dining room, Family room, Laundry room, Master bath, Pantry, Recreation room, Walk-in closet",NA,NA,"Don't miss this beautiful Colonial home in prime location! Commuter's Delight! The beautiful open yet defined floor plan makes this home a joy to own! Hardwood flooring throughout the 1st & 2nd flrs. 2 Story foyer. Gourmet kitchen features granite counters, center island, 5 burner stove and SS appliances. Family room with gas fireplace. Large formal DR/LR complete the 1st floor. The 2nd floor features 4 bedrooms and main bath. Master Bedroom with 2 walk-in closets, master bath with separate shower, jetted tub and double vanity. 2nd floor Laundry. Full finished basement with 9ft ceilings, recessed lighting. A beautifully landscaped backyard offers paver patio with fire pit and play set. Warm, Inviting and Crisp best describe this beautiful home and only a few blocks to downtown Fanwood and NYC transp."
40000238,146 Farley Ave,7023,FANWOOD,NJ,40.640814,-74.395886,NA,3,3,NA,19419,1927,NA,1,None,Garage - Attached,NA,NA,NA,NA,NA,NA
40000239,150 Farley Ave,7023,FANWOOD,NJ,40.640728,-74.396283,NA,NA,NA,1273,8198,1950,NA,NA,NA,NA,Gas,NA,NA,NA,NA,"Great Fanwood neighborhood, close to NYC Buses, Trains, Schools and Shopping. New SS Appliances, Energy Efficient Furnace and Hot Water Heater. Nicely Maintained house and property."
40000240,154 Farley Ave,7023,FANWOOD,NJ,40.640815,-74.396423,NA,4,2,1800,8001,1948,2000,2,None,"Garage - Detached, Off-street","Gas, Oil","Baseboard, Forced air","Dining room, Family room, Office, Sun room, Walk-in closet",NA,NA,Added 2 level and attic in 2000.
40000259,4 Thorne Pl,7023,FANWOOD,NJ,40.641252,-74.396578,NA,3,1.5,1726,8276,1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WONDERFUL NEIGHBORHOOD!! Adorable split level home on quite street - near train schools and town! Many upgrades include new roof, CAC, furnace,windows and main bath!"
40000260,162 Farley Ave,7023,FANWOOD,NJ,40.640972,-74.396717,NA,3,2,1360,6600,1910,NA,3,NA,Off-street,NA,Forced air,"Dining room, Family room, Pantry",NA,NA,NA
40000261,170 Farley Ave,7023,FANWOOD,NJ,40.641075,-74.39687,NA,4,3,936,7840,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Beautiful New Cons Colonial offers open concept living with exquisite moldings and HW flrs throughout, spacious living rm/dining rm combo, two-story foyer, custom gourmet kitchen with Quartz counters& stainless steel appliances opens to a large family room w/ gas fireplace. Exceptional quality w/multi zone heating/cooling. Large mudroom w/ custom built-ins just off the 2CG. 4 spacious bdrms all on second level. Master w/ tray ceiling and large walk in closet.  Master bathroom w/ dual sinks, separate shower and wonderful soaking tub. Another full bath and laundry room complete the 2nd floor. Beautifully finished bsmnt w/ ample storage.  Approx 3200 sf inc. bsmnt. Trex deck off kitchen and level backyard. Located on a gorgeous tree lined street w/ easy access to schools, shopping and NYC transportation via train or bus."
40000263,178 Farley Ave,7023,FANWOOD,NJ,40.641493,-74.397056,NA,5,3,3300,16831,2007,NA,2,NA,Garage - Attached,Gas,Forced air,"Dining room, Laundry room, Family room, Master bath, Mud room, Office, Pantry",NA,Scotch Plains Fanwood,"Welcome home to this beautifully renovated 5 bedroom 2.5 bathroom colonial located in Fanwood. The custom kitchen features include stainless steel appliances, custom circular granite countertops. and backsplash and a large walk in pantry.The open concept main level and high ceilings give this home an inviting atmosphere. Gas fireplace in family room and hardwood floors throughout. The master suite offers multiple closets, a sitting area and a luxurious bath with jetted tub. The laundry room is conveniently located on the second floor as well as all 5 bedrooms. Dual zone heating and AC. Walk up attic for plenty of storage. 200 amp electrical service, central vacuum and an underground sprinkler system. 2 car garage and a very large property perfect for entertaining. Close to train, schools and major highways."
