zpid 	 street 	 zipcode 	 city 	 state 	 latitude 	 longitude 	 price 	 bedrooms 	 bathrooms 	 finishedSqFt 	 lotSizeSqFt 	 yearBuilt 	 yearUpdated 	 numFloors 	 view 	 parkingType 	 heatingSources 	 heatingSystem 	 rooms 	 homeDescription 	 neighborhood 	 schoolDistrict 
40001213	123 Glenwood Rd	07023	FANWOOD	NJ	40.646244	-74.378778	NA	3	1.5	1475	8507	1952	NA	3	NA	Garage - Attached	Gas	Forced air	Laundry room	NA	NA	NA
40001216	4 Shasta Pass	07023	FANWOOD	NJ	40.646063	-74.379107	NA	3	2.0	1810	6534	1952	NA	NA	NA	NA	Gas	Baseboard	NA	NA	Scotch Plains Fanwood School District	NA
40001229	426 La Grande Ave	07023	FANWOOD	NJ	40.642533	-74.37531	NA	4	2.0	1913	8840	1932	NA	NA	NA	NA	NA	NA	NA	NA	NA	Spacious home . Enclosed front porch. LR w/ HWD floor. FDR has BI corner hutch. Large FR 26x14. Newer Maple Kit w/ Silestone Counter top, SS Appliances. 1st Floor BR and office and full bath., 2nd floor open foyer/ sitting room. New 1st layer roof and gutters 2012. Roof is not flat roof. . Newer second floor windows. Exterior recently painted. Not busy section but one block to NYC Bus. Close to trains, schools. town.
40001239	468 La Grande Ave	07023	FANWOOD	NJ	40.643918	-74.373763	NA	5	3.0	2000	8250	1955	2015	2	None	None	Gas	Forced air	Dining room, Family room, Laundry room, Master bath, Mud room, Pantry, Workshop, Office	NA	NA	NA
40001242	474 La Grande Ave	07023	FANWOOD	NJ	40.644405	-74.373278	NA	4	3.0	1580	8712	1966	NA	NA	NA	NA	NA	NA	NA	NA	Scotch Plains Fanwood School District	NA
40001258	69 Shady Ln	07023	FANWOOD	NJ	40.642925	-74.374281	NA	4	3.0	2662	8024	1965	NA	1	NA	Garage - Attached	Gas	Forced air	Dining room, Family room, Laundry room, Master bath, Office	NA	NA	Move-in condition , recently renovated. Large master suite on 3rd floor. New deck with rain proof patio underneath. 
40001260	65 Shady Ln	07023	FANWOOD	NJ	40.642597	-74.374616	NA	3	2.0	1616	6534	1959	NA	1	NA	Garage - Attached	NA	NA	NA	NA	NA	Wonderful 3 BR,1 1/2 BA Spacious Split Level Home With A Large Living Room,Formal Dining Room And Eat-In-Kitchen. A Family Room Leading To A Relaxing Sun Room/Three Season Room Overlooks A Serene Yard Come Make This Lovely Home Your Own.  Just A Stone's Throw From McGinn!!!  Convenient To Mass Transit, Schools, Etc!
40001263	59 Shady Ln	07023	FANWOOD	NJ	40.642127	-74.375097	NA	4	1.5	1703	6804	1953	NA	2	NA	Off-street	Gas	Forced air	Dining room, Family room, Recreation room	NA	NA	Beautifully appointed, totally renovated 4 bedroom Cape with large family room off kitchen overlooking deck and rear yard. Quiet, tree-lined street. Gleaming hardwood floors. Updated heat and CAC. Formal living and dining rooms. Excellent location near school and transportation. Also newer: appliances, fixtures, moldings, doors, front steps and paint. Wonderful play room/den in basement.
40001265	55 Shady Ln	07023	FANWOOD	NJ	40.641837	-74.375355	NA	4	2.0	1469	6969	1953	NA	2	NA	Garage - Attached	Gas	Forced air	Dining room	NA	NA	Immaculate Move In Ready Cape Offering 4BR 2BA, CAC, Updated Kitchen and Baths, Formal Dinning Room, HW Floors and Newer Windows. Spacious Backyard with Paver Patio and Access to Oversized Garage
40001268	49 Shady Ln	07023	FANWOOD	NJ	40.641404	-74.375738	NA	4	2.0	NA	7937	NA	NA	NA	NA	Garage - Detached, On-street	Gas	Forced air	NA	NA	NA	NA
40001270	46 La Grande Ave	07023	FANWOOD	NJ	40.635305	-74.389343	NA	3	2.0	2352	15309	1962	NA	NA	NA	NA	NA	NA	Workshop, Family room, Dining room	NA	NA	Whole house nat gas gene! 3 BR, 1.5 BA. Updated Kit/new SS Appl. Rec rm, off, wkshop. Newer roof, furn, AC, gas wtr hter. Refin int. 2 car de orsized gar with sep ht + ac. RE tax appeal underway.
40001276	2 Brohm Pl	07023	FANWOOD	NJ	40.635048	-74.389438	NA	4	2.0	1230	7131	1950	NA	2	None	Garage - Attached, Off-street, On-street	Gas	Forced air	Dining room, Family room, Laundry room, Master bath, Office	NA	NA	NA
40001281	7 Brohm Pl	07023	FANWOOD	NJ	40.63432	-74.389615	NA	4	3.0	1500	5160	1951	NA	2	NA	Garage - Attached	Gas	Baseboard	Dining room	NA	NA	NA
40001282	8 Brohm Pl	07023	FANWOOD	NJ	40.634327	-74.389857	NA	4	2.0	1400	5480	1950	NA	2	NA	Garage - Attached, Off-street, On-street	NA	NA	Dining room, Family room, Laundry room, Sun room, Walk-in closet	NA	NA	NA
40001283	9 Brohm Pl	07023	FANWOOD	NJ	40.634458	-74.390068	NA	4	2.0	1429	7479	1960	NA	1	NA	Garage - Attached	NA	NA	NA	NA	NA	Adorable, Move-In Ready Open Floor Plan With Lots Of Updates: Kitchen W/ Granite Counters, Center Island, Cer. Tile Radiant Heat Fls , S/S Stove, Dishwash. 2Nd Floor Has New Master Br/Bath W/ Radiant Heated Floors, Br Has New Hwf and Rear Dormer. Home Has Spacious Rooms, Private Cul-De-Sac Location, Deck Off Kitchen and Private Rear Yard.  Close To Train, Town, La Grande Park, Schools and More. Wonderful Home!
40001284	22 La Grande Ave	07023	FANWOOD	NJ	40.634689	-74.390239	NA	4	3.0	1664	5201	NA	NA	1	NA	Garage - Attached	NA	NA	NA	NA	NA	NA
40001288	461 Terrill Rd	07023	FANWOOD	NJ	40.634169	-74.390521	NA	3	3.0	2000	7414	1996	NA	NA	NA	Garage - Attached	NA	NA	NA	NA	NA	20 year young home. Move right in. Updated. Wood burning fireplace in Family Room. Master bedroom with full bath. Central A/C. 3 full baths. Hardwood floors on 2nd floor. Backyard patio. Washer/dryer/refrigerator/stove all 2 years old are included in sale. Waterfall Pond in front of house.
40001291	477 Terrill Rd	07023	FANWOOD	NJ	40.633914	-74.389925	NA	2	1.0	1736	7405	1950	2015	NA	NA	Garage - Detached	Gas	NA	NA	NA	NA	LANDLORD TO PAY REALTOR FEE on this PET-FRIENDLY two-rific 2 Bedroom, 2nd floor apartment, in 2 family. A walk to local shops and minutes to NYC trains, this residence boasts newer eat-in-kitchen and bath, in unit washer/dryer, off-street parking and use of the expansive backyard..
40001292	481 Terrill Rd	07023	FANWOOD	NJ	40.633774	-74.389757	NA	5	4.0	3000	10454	1920	2001	2	NA	Garage - Detached	Gas	Forced air	Dining room, Master bath, Mud room, Walk-in closet	NA	Coles	NA
40001301	31 Cray Ter	07023	FANWOOD	NJ	40.633249	-74.386929	NA	3	1.5	NA	5502	1930	NA	NA	NA	NA	NA	NA	NA	NA	NA	Move right into this beautifully decorated English Colonial. Large, eat-in kitchen includes stainless appliances and opens to deck overlooking the Fanwood Nature preserve.
40001302	29 Cray Ter	07023	FANWOOD	NJ	40.63314	-74.387032	NA	3	1.5	1395	5662	1967	NA	NA	NA	NA	NA	NA	NA	NA	NA	Move in condition split level with open front porch and features: updated kitchen with SS appliances ceramic floor, hardwood floors through out even under carpets ,cac, very efficient elec heat., Renovated family room 2 steps down from L/R with laundry R on the same level, full finished basement with water proof Pergo floor. Newer roof and siding .Paver patio and side walk . Close to NYC train/bus station and minutes from La Grande tennis/playgrounds.
40001304	17 Cray Ter	07023	FANWOOD	NJ	40.632895	-74.387268	NA	3	4.0	3000	8250	1923	NA	3	NA	Garage - Detached	Gas	Radiant	Dining room, Library, Master bath, Office, Sun room, Walk-in closet	NA	NA	NA
40001308	96 South Ave	07023	FANWOOD	NJ	40.637128	-74.388908	NA	4	4.0	2000	9440	1961	2013	1	NA	Garage - Detached	Oil	Baseboard	NA	NA	NA	In-law suite
40001309	102 South Ave	07023	FANWOOD	NJ	40.637237	-74.388714	NA	2	2.0	1650	5749	1950	NA	2	NA	Garage - Detached	NA	NA	NA	NA	NA	This Multi family home is awonderful investment to be either owner occupied or to be rented. Great location within walking distance to the NYC train and bus.
40001310	106 South Ave	07023	FANWOOD	NJ	40.637314	-74.38858	NA	1	1.0	1564	4356	1940	NA	NA	NA	NA	NA	Baseboard	Laundry room	NA	NA	Location, location, walk to train, shops, restaurants. Hardwood floor and full basement for storage and washer/dryer.
40001311	114 South Ave	07023	FANWOOD	NJ	40.637402	-74.388416	NA	3	2.0	1982	7704	1953	NA	1	NA	Garage - Attached	NA	NA	Family room, Laundry room, Workshop	NA	NA	What an outstanding value!! This home is obviously priced to sell fast! Run to see this lovely renovated split level home loaded with NEW features incl: Cherry Kitchen, Large Deck, Large Patio, Timberline Roof, 200 Amp Electric Service, Professional Landscaping, Refinished Red Oak Floors, Bedroom Carpeting, 1st Floor Full Bathroom, Solid 6 Panel Doors, Recessed Lighting, Storage Shed and so much more!! This home is located in a most convenient location just 2 blocks from downtown shopping, the New York train and bus and fabulous Fanwood schools. Call TOM BIANCO today for a private showing at:908-256-2220...HURRY!!!
40001312	46 Ashworth Ct	07023	FANWOOD	NJ	40.636962	-74.387999	NA	4	2.0	1700	10018	1983	NA	2	None	Garage - Attached, Off-street	NA	NA	Dining room, Family room, Laundry room	NA	Scotch Plains Fanwood School District	Pristine home situated on cul-de-sac. This home with open floor plan has been lovingly renovated and offers numerous amenities including newer windows, roof and Central Air Conditioning. Beautiful exterior living space w/ deck, patio and "secret garden" surrounded by lush plantings. This very special home must be seen to be appreciated!
40001318	35 Stagaard Pl	07023	FANWOOD	NJ	40.636873	-74.388424	NA	3	2.0	1175	11200	1955	NA	NA	NA	NA	NA	NA	NA	NA	NA	Very short distance to NYC trains, buses and park. Refinished hardwood floors. CAC 2012. Updated water heater and kitchen. Large lot. 2 full baths. 2nd floor bath updated. Updated electric service. Finished basement. Toilet in basement as is.
40001320	124 South Ave	07023	FANWOOD	NJ	40.637526	-74.388026	NA	3	1.0	1100	6551	1950	NA	NA	NA	NA	None	Other	NA	NA	NA	NA
40001323	136 South Ave	07023	FANWOOD	NJ	40.637767	-74.387582	NA	3	1.0	1272	5300	1955	NA	NA	NA	NA	NA	NA	NA	NA	Scotch Plains Fanwood School District	Amazing Value..This is NOT A SHORT SALE! Perfect starter home 3 br Cape in move-in condition. Close to all transportation and shopping!!
40001324	44 5th St	07023	FANWOOD	NJ	40.637515	-74.387419	NA	4	2.0	3500	10001	1912	NA	2	NA	NA	NA	NA	NA	NA	Scotch Plains - Fanwood	NA
40001326	121 La Grande Ave	07023	FANWOOD	NJ	40.637104	-74.387205	NA	3	2.0	1182	6969	1951	NA	1	NA	Garage - Attached	NA	NA	NA	NA	NA	3 Bedroom 2 full bath cape in desirable Fanwood. Hardwood floors. Stainless Steel appliances 3 years old. Newer roof and central air conditioning. Walk to train and downtown. Home warranty included Do not miss out on this amazing opportunity.
40001328	47 Ashworth Ct	07023	FANWOOD	NJ	40.637205	-74.387552	NA	3	2.0	1840	7405	1983	NA	NA	NA	Garage - Attached	NA	Forced air	Dining room, Family room, Laundry room, Walk-in closet	NA	NA	Completely renovated home, newer kitchen w/ 42 inch kitchen cabinets, granite countertops & stainless steel appliances, newer baths, Brazilian cherry wood floor. Convenient location, close distance to NYC trains.
40001329	43 Ashworth Ct	07023	FANWOOD	NJ	40.637363	-74.387727	NA	4	2.0	1840	7405	1982	NA	NA	NA	NA	NA	NA	Dining room	NA	NA	Move in ready open floor plan home waiting for your finishing touches. On a Cul-de-Sac a few blocks to downtown,bus & direct train to NYC . Underground Utilities! Easy mother daughter conversion. New wood laminate flooring through out. TAX Appeal in Process New stove counter tops & sink, Roof 3 yrs old Furnace 2 1/2 yrs Hot water heater 4 moths old, New gutters coming.. 3 bedrooms & full bath on first floor; 1 bedroom & family room & full bath on lower level.. Easy conversion to a mother daughter combination with separate entrances. High School (SPF HS) meets 100% of its performance targets in the area of Academic Achievement in language arts literacy math. The school outperforms 78% of the schools statewide & 65% of schools educating students of similar demographics. Home Warrantee
40001330	50 Helen St	07023	FANWOOD	NJ	40.635903	-74.384933	NA	3	1.5	1577	5662	1925	NA	NA	NA	NA	NA	NA	NA	NA	NA	FABULOUS LOCATION GREAT CURB APPEAL and OUTSTANDING CONDITION DUTCH COLONIAL!3 blocks to train,across from Park,heart of Fanwood.Newer kitchen and bath 2004,Outside just painted,CAir 2006,new boiler converted to gas 2008,roof 2002,new windows, HWH 2008, elec service 2006,french drains,updated powder room,new sump pump,entire inside painted, moldings,HWFloors,fireplace, and more. Just pack your bags and move right in! SEE VIRTUAL TOUR and FLOOR PLANS ON MEDIA. Across street from park. CALL BETH SULLIVAN FOR SHOWING 908-578-3812
40001334	111 Cray Ter	07023	FANWOOD	NJ	40.635494	-74.384745	NA	3	1.5	1856	7840	1930	NA	NA	NA	NA	NA	NA	NA	NA	NA	Wonderful, 3 bedroom, 1.5 bath Colonial! Spacious room sizes, hardwood floor throughout! Newer eat-in kitchen w/Stainless appliances, granite counters, butler's pantry, newer bath &amp; security system. Great finished basement with 1/2 bath. Large deck, screened porch, fully fenced backyard! Great space for entertaining ! Interior is nicely painted. All new windows and insulation providing lower heating &amp; cooling costs. Absolute move-in condition!
40001338	87 Cray Ter	07023	FANWOOD	NJ	40.634743	-74.385486	NA	3	1.5	1782	5449	1946	NA	NA	NA	NA	NA	NA	NA	NA	NA	Spacious Colonial minutes to the train ,Over sized Living room / Dining room / breakfast room and newly painted
40001343	217 Vinton Cir	07023	FANWOOD	NJ	40.635668	-74.38505	NA	4	2.0	2550	13068	1930	2005	3	NA	Garage - Detached, Off-street	Gas	Forced air	Breakfast nook, Dining room, Family room, Workshop, Sun room	NA	NA	NA
40001344	211 Vinton Cir	07023	FANWOOD	NJ	40.635476	-74.385244	NA	5	2.5	3000	10197	1939	2009	2	None	Garage - Detached	Gas	Baseboard	NA	NA	NA	NA
40001348	181 Vinton Cir	07023	FANWOOD	NJ	40.634688	-74.386083	NA	4	3.0	2000	17370	1960	NA	2	NA	Garage - Attached, Off-street	Gas	Forced air	Breakfast nook, Dining room, Family room, Laundry room, Office, Workshop	NA	NA	NA
40001351	165 Vinton Cir	07023	FANWOOD	NJ	40.63483	-74.387067	NA	3	2.5	1040	8712	1955	NA	NA	NA	NA	NA	NA	NA	NA	NA	PRICED TO SELL!  HIGHLY DESIRABLE FANWOOD LOCATION NEAR LA GRANDE PARK! MOVE-IN READY home w/ NEW CAC, HWF, Kitchen '13 with granite, pull-out drawers, SS fridge and Breakfast bar. Dining RM has sliders to the rear yard w/stone patio.  ALL UPDATED BATHS -  Lovely Grade level family room with half bath and access to private rear yard. ADD'L UPDATES INCLUDE: CAC - '16, Furnace '13, Newer siding, garage door, windows and more!  House backs up to the Fanwood Nature Center where you'll enjoy the tranquil setting and sense of privacy while being close to the Train, Bustling Downtown, Coles Elem. and Terrill Middle Schools.  A COMMUTER'S DREAM! Exciting FULL DAY KINDERGARTEN. Wonderful place to call home!
40001354	151 Vinton Cir	07023	FANWOOD	NJ	40.635292	-74.387846	NA	3	2.0	1180	10545	1956	NA	NA	NA	NA	NA	NA	NA	NA	NA	Charming 3 bedroom 2 bath split level in desirable neighborhood in Fanwood.  Bright with freshly painted rooms and hardwood floors thru out.  Back slider to oversized deck and private backyard with storage shed. Large unfinished basement with laundry and attic space for storage.   One car attached garage.  Close to town, LaGrande Park and train station/bus stops to NYC. tenant responsible for first 100.00 for repairs.
40001357	141 Vinton Cir	07023	FANWOOD	NJ	40.635932	-74.38726	NA	3	3.0	5500	12494	1958	NA	3	None	Carport, Garage - Attached	NA	NA	Dining room, Family room, Master bath, Pantry, Recreation room, Walk-in closet	NA	NA	NA
40001358	135 Vinton Cir	07023	FANWOOD	NJ	40.636084	-74.386993	NA	3	2.5	2300	12600	1958	NA	NA	NA	Garage - Attached	Gas	Forced air	Dining room, Walk-in closet	NA	NA	NA
40001361	111 Vinton Cir	07023	FANWOOD	NJ	40.636364	-74.386298	NA	3	2.5	1940	10454	1935	NA	NA	NA	NA	NA	NA	NA	NA	NA	Located on a picturesque street this lovingly maintained colonial home features 3 bedrooms, 2 1/2 baths, an updated kitchen and baths, living room features an energy efficient wood burning insert and formal dining room with hardwood floors. Walk out finished basement features an office, recreation room, utility room, closet and a full bath.Relax in the rear sunroom which leads to the deck overlooking a large pretty yard with a patio and garden area. Recent Improvements include: Windows 2005, Timber Tek Deck 2008, Patio and Awning 2009. This location is convenient to La Grande Park, town and shopping, transportation and rts 22 and 78.
40001364	10 Helen St	07023	FANWOOD	NJ	40.636752	-74.386466	NA	3	2.0	NA	10998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
40001366	118 La Grande Ave	07023	FANWOOD	NJ	40.636642	-74.386809	NA	2	3.0	1510	15300	1956	NA	1	NA	Garage - Attached, Off-street	NA	NA	Laundry room, Master bath, Walk-in closet	NA	NA	Charming end unit 2/3 bedroom, 2 1/2 bath townhome with front porch. Features kitchen, dining, living rooms with open floor plan; sliding doors from kitchen to fenced backyard; powder room on the first floor; doors to attached garage and full unfinished basement with high ceilings and recessed lighting; Ceiling Fans in kitchen and each bedroom on second floor (3); hardwood floors on 1st floor; carpet and tile on upper level, 2nd floor laundry room. Ensuite master bedroom with custom walk-in closet and adjoining sitting room with additional closet. Sitting room could be a third bedroom by adding one wall. Gas heat, HWH, and dryer. So much potential to add equity with finished basement, a switch from 2-3 bedrooms! Or perfect for turnkey move-in as is! Close proximity to train, shopping & restaurants. Park across the street.
